# Generated by QuTiP: 2000x2 real matrix in decimal format [',' separated values].
0.0000000000,1.0000000000
0.0100050025,0.9867482569
0.0200100050,0.9479034677
0.0300150075,0.8861077344
0.0400200100,0.8054140584
0.0500250125,0.7108055722
0.0600300150,0.6076518500
0.0700350175,0.5011919432
0.0800400200,0.3961155349
0.0900450225,0.2962830650
0.1000500250,0.2045927501
0.1100550275,0.1229753388
0.1200600300,0.0524811228
0.1300650325,-0.0065810646
0.1400700350,-0.0544890139
0.1500750375,-0.0919628535
0.1600800400,-0.1200460377
0.1700850425,-0.1400159595
0.1800900450,-0.1533209052
0.1900950475,-0.1615358270
0.2001000500,-0.1663282251
0.2101050525,-0.1694266550
0.2201100550,-0.1725872451
0.2301150575,-0.1775539492
0.2401200600,-0.1860159894
0.2501250625,-0.1995584455
0.2601300650,-0.2196079143
0.2701350675,-0.2473706843
0.2801400700,-0.2837602109
0.2901450725,-0.3293106556
0.3001500750,-0.3840753859
0.3101550775,-0.4475142577
0.3201600800,-0.5183809859
0.3301650825,-0.5946307470
0.3401700850,-0.6733760067
0.3501750875,-0.7509226180
0.3601800900,-0.8229149103
0.3701850925,-0.8846055485
0.3801900950,-0.9312435709
0.3901950975,-0.9585456128
0.4002001001,-0.9631877031
0.4102051026,-0.9432369872
0.4202101051,-0.8984419386
0.4302151076,-0.8303194207
0.4402201101,-0.7420142259
0.4502251126,-0.6379521054
0.4602301151,-0.5233482706
0.4702351176,-0.4036585842
0.4802401201,-0.2840640631
0.4902451226,-0.1690619684
0.5002501251,-0.0622058214
0.5102551276,0.0339975784
0.5202601301,0.1180553571
0.5302651326,0.1893597212
0.5402701351,0.2480082120
0.5502751376,0.2946136342
0.5602801401,0.3301341352
0.5702851426,0.3557404650
0.5802901451,0.3727254910
0.5902951476,0.3824517868
0.6003001501,0.3863274019
0.6103051526,0.3857975976
0.6203101551,0.3823409577
0.6303151576,0.3774608201
0.6403201601,0.3726671275
0.6503251626,0.3694436628
0.6603301651,0.3692078435
0.6703351676,0.3732582197
0.6803401701,0.3827157275
0.6903451726,0.3984589242
0.7003501751,0.4210536629
0.7103551776,0.4506775863
0.7203601801,0.4870414789
0.7303651826,0.5293132445
0.7403701851,0.5760556092
