# Generated by QuTiP: 2000x2 real matrix in decimal format [',' separated values].
0.0000000000,1.0000000000
0.0100050025,0.9864982294
0.0200100050,0.9468706971
0.0300150075,0.8836961793
0.0400200100,0.8009672383
0.0500250125,0.7036371990
0.0600300150,0.5970948831
0.0700350175,0.4866502974
0.0800400200,0.3771037392
0.0900450225,0.2724445671
0.1000500250,0.1756963853
0.1100550275,0.0888954034
0.1200600300,0.0131697182
0.1300650325,-0.0511211469
0.1400700350,-0.1042248972
0.1500750375,-0.1468428658
0.1600800400,-0.1800015265
0.1700850425,-0.2049558220
0.1800900450,-0.2231219140
0.1900950475,-0.2360315254
0.2001000500,-0.2452995964
0.2101050525,-0.2525954888
0.2201100550,-0.2596118640
0.2301150575,-0.2680259090
0.2401200600,-0.2794533010
0.2501250625,-0.2953990067
0.2601300650,-0.3171948376
0.2701350675,-0.3459298820
0.2801400700,-0.3823713673
0.2901450725,-0.4268744338
0.3001500750,-0.4792828928
0.3101550775,-0.5388275435
0.3201600800,-0.6040348865
0.3301650825,-0.6726664952
0.3401700850,-0.7417145516
0.3501750875,-0.8074796705
0.3601800900,-0.8657510955
0.3701850925,-0.9120951533
0.3801900950,-0.9422374318
0.3901950975,-0.9525007048
0.4002001001,-0.9402402678
0.4102051026,-0.9042069096
0.4202101051,-0.8447701689
0.4302151076,-0.7639525783
0.4402201101,-0.6652571830
0.4502251126,-0.5533094372
0.4602301151,-0.4333711071
0.4702351176,-0.3108079778
0.4802401201,-0.1905980089
0.4902451226,-0.0769507829
0.5002501251,0.0269205388
0.5102551276,0.1188692920
0.5202601301,0.1977515393
0.5302651326,0.2632714207
0.5402701351,0.3157829472
0.5502751376,0.3560903269
0.5602801401,0.3852765078
0.5702851426,0.4045754832
0.5802901451,0.4152912131
0.5902951476,0.4187570982
0.6003001501,0.4163238663
0.6103051526,0.4093624666
0.6203101551,0.3992697033
0.6303151576,0.3874672734
0.6403201601,0.3753886854
0.6503251626,0.3644492755
0.6603301651,0.3560128846
0.6703351676,0.3513431745
0.6803401701,0.3515517436
0.6903451726,0.3575438863
0.7003501751,0.3699620996
0.7103551776,0.3891271594
0.7203601801,0.4149772242
0.7303651826,0.4470072348
0.7403701851,0.4842151052
0.7503751876,0.5250666699
0.7603801901,0.5674946700
0.7703851926,0.6089505327
0.7803901951,0.6465233240
0.7903951976,0.6771329638
0.8004002001,0.6977900725
0.8104052026,0.7058974177
0.8204102051,0.6995513608
0.8304152076,0.6777928456
0.8404202101,0.6407581532
0.8504252126,0.5896967048
0.8604302151,0.5268469778
0.8704352176,0.4551913224
0.8804402201,0.3781337367
0.8904452226,0.2991577987
0.9004502251,0.2215168094
0.9104552276,0.1479993382
0.9204602301,0.0807886287
0.9304652326,0.0214160542
0.9404702351,-0.0292101568
0.9504752376,-0.0707215595
0.9604802401,-0.1031842622
0.9704852426,-0.1269904751
0.9804902451,-0.1427662842
0.9904952476,-0.1513018209
1.0005002501,-0.1535062043
1.0105052526,-0.1503816934
1.0205102551,-0.1430106961
1.0305152576,-0.1325476425
1.0405202601,-0.1202090184
1.0505252626,-0.1072577279
1.0605302651,-0.0949805441
1.0705352676,-0.0846595595
1.0805402701,-0.0775411006
1.0905452726,-0.0748036251
1.1005502751,-0.0775252368
1.1105552776,-0.0866493375
1.1205602801,-0.1029464616
1.1305652826,-0.1269641558
1.1405702851,-0.1589652044
1.1505752876,-0.1988516472
1.1605802901,-0.2460805948
1.1705852926,-0.2995841259
1.1805902951,-0.3577127301
1.1905952976,-0.4182259141
1.2006003002,-0.4783525849
1.2106053027,-0.5349356506
1.2206103052,-0.5846607038
1.2306153077,-0.6243480189
1.2406203102,-0.6512713408
1.2506253127,-0.6634540731
1.2606303152,-0.6598924349
1.2706353177,-0.6406692916
1.2806403202,-0.6069386763
1.2906453227,-0.5607867121
1.3006503252,-0.5049928901
1.3106553277,-0.4427346566
