# Generated by QuTiP: 5999x2 real matrix in decimal format [',' separated values].
0.0000000000,1.0000000000
0.0100033344,0.9865193655
0.0200066689,0.9469568344
0.0300100033,0.8838937228
0.0400133378,0.8013241240
0.0500166722,0.7042004515
0.0600200067,0.5979073951
0.0700233411,0.4877479054
0.0800266756,0.3785131714
0.0900300100,0.2741831765
0.1000333444,0.1777731695
0.1100366789,0.0913129808
0.1200400133,0.0159265949
0.1300433478,-0.0480285381
0.1400466822,-0.1008007178
0.1500500167,-0.1430910733
0.1600533511,-0.1759258852
0.1700566856,-0.2005602525
0.1800600200,-0.2184113112
0.1900633545,-0.2310126169
0.2000666889,-0.2399815811
0.2100700233,-0.2469904511
0.2200733578,-0.2537353716
0.2300766922,-0.2618963161
0.2400800267,-0.2730948449
0.2500833611,-0.2888410970
0.2600866956,-0.3104731597
0.2700900300,-0.3390882942
0.2800933645,-0.3754642723
0.2900966989,-0.4199696637
0.3001000333,-0.4724646586
0.3101033678,-0.5321986841
0.3201067022,-0.5977178036
0.3301100367,-0.6668020055
0.3401133711,-0.7364578599
0.3501167056,-0.8029932511
0.3601200400,-0.8621945764
0.3701233745,-0.9096131598
0.3801267089,-0.9409468560
0.3901300433,-0.9524792210
0.4001333778,-0.9415177947
0.4101367122,-0.9067612549
0.4201400467,-0.8485273692
0.4301433811,-0.7687917316
0.4401467156,-0.6710190486
0.4501500500,-0.5598077705
0.4601533845,-0.4404055460
0.4701567189,-0.3181772090
0.4801600534,-0.1981118642
0.4901633878,-0.0844402611
0.5001667222,0.0195964351
0.5101700567,0.1118202540
0.5201733911,0.1910560340
0.5301767256,0.2569794560
0.5401800600,0.3099208689
0.5501833945,0.3506664960
0.5601867289,0.3802870905
0.5701900634,0.4000097066
0.5801933978,0.4111357514
0.5901967322,0.4149992425
0.6002000667,0.4129536580
0.6102034011,0.4063739798
0.6202067356,0.3966615705
0.6302100700,0.3852425995
0.6402134045,0.3735551681
0.6502167389,0.3630191342
0.6602200734,0.3550024768
0.6702234078,0.3507720338
0.6802267422,0.3514419674
0.6902300767,0.3579190199
0.7002334111,0.3708455111
0.7102367456,0.3905398316
0.7202400800,0.4169346907
0.7302434145,0.4495156861
0.7402467489,0.4872670772
0.7502500834,0.5286361524
0.7602534178,0.5715328225
0.7702567523,0.6133819664
0.7802600867,0.6512440173
0.7902634211,0.6820103671
0.8002667556,0.7026659294
0.8102700900,0.7105935439
0.8202734245,0.7038785007
0.8302767589,0.6815618068
0.8402800934,0.6437927815
0.8502834278,0.5918467920
0.8602867623,0.5279995358
0.8702900967,0.4552783962
0.8802934311,0.3771355652
0.8902967656,0.2971000803
0.9003001000,0.2184640659
0.9103034345,0.1440444606
0.9203067689,0.0760408265
0.9303101034,0.0159887140
0.9403134378,-0.0352083532
0.9503167723,-0.0771941644
0.9603201067,-0.1100504691
0.9703234411,-0.1341864805
0.9803267756,-0.1502438939
0.9903301100,-0.1590257772
1.0003334445,-0.1614502694
1.0103367789,-0.1585246740
1.0203401134,-0.1513326585
1.0303434478,-0.1410265872
1.0403467823,-0.1288183315
1.0503501167,-0.1159644691
1.0603534512,-0.1037445326
1.0703567856,-0.0934324874
1.0803601200,-0.0862663472
1.0903634545,-0.0834157033
1.1003667889,-0.0859489862
1.1103701234,-0.0947993042
1.1203734578,-0.1107253599
1.1303767923,-0.1342630666
1.1403801267,-0.1656643185
1.1503834612,-0.2048227122
1.1603867956,-0.2511912374
1.1703901300,-0.3037043224
1.1803934645,-0.3607229761
1.1903967989,-0.4200263112
1.2004001334,-0.4788716959
1.2104034678,-0.5341379266
1.2204068023,-0.5825510992
1.2304101367,-0.6209740084
1.2404134712,-0.6467216229
1.2504168056,-0.6578545458
1.2604201400,-0.6534004410
1.2704234745,-0.6334657113
1.2804268089,-0.5992183310
1.2904301434,-0.5527473413
1.3004334778,-0.4968239818
1.3104368123,-0.4346060772
1.3204401467,-0.3693320461
1.3304434812,-0.3040476423
1.3404468156,-0.2413970452
1.3504501501,-0.1834938512
1.3604534845,-0.1318711896
1.3704568189,-0.0874972465
1.3804601534,-0.0508350707
1.3904634878,-0.0219245646
1.4004668223,-0.0004678295
1.4104701567,0.0140946767
1.4204734912,0.0225229403
1.4304768256,0.0257312479
1.4404801601,0.0247535962
1.4504834945,0.0207156290
1.4604868289,0.0148085335
1.4704901634,0.0082620481
1.4804934978,0.0023156857
1.4904968323,-0.0018117390
1.5005001667,-0.0029504500
1.5105035012,-0.0000076837
1.5205068356,0.0080056934
1.5305101701,0.0219471052
1.5405135045,0.0425085844
1.5505168389,0.0701727814
1.5605201734,0.1051562678
1.5705235078,0.1473385848
1.5805268423,0.1961850830
1.5905301767,0.2506740946
1.6005335112,0.3092468239
1.6105368456,0.3698011407
1.6205401801,0.4297491509
1.6305435145,0.4861504896
1.6405468489,0.5359212531
1.6505501834,0.5761011445
1.6605535178,0.6041463856
1.6705568523,0.6182052153
1.6805601867,0.6173308423
1.6905635212,0.6015946659
1.7005668556,0.5720789594
1.7105701901,0.5307496890
1.7205735245,0.4802316358
1.7305768590,0.4235245757
1.7405801934,0.3637069781
1.7505835278,0.3036709455
1.7605868623,0.2459205137
1.7705901967,0.1924486977
1.7805935312,0.1446918678
1.7905968656,0.1035472287
1.8006002001,0.0694321961
1.8106035345,0.0423641927
1.8206068690,0.0220429796
1.8306102034,0.0079239214
1.8406135378,-0.0007229653
1.8506168723,-0.0047681086
1.8606202067,-0.0051884221
1.8706235412,-0.0030398327
1.8806268756,0.0005676433
1.8906302101,0.0044946712
1.9006335445,0.0075978732
1.9106368790,0.0087560580
1.9206402134,0.0068941806
1.9306435478,0.0010070859
1.9406468823,-0.0098165641
1.9506502167,-0.0263670779
1.9606535512,-0.0492788546
1.9706568856,-0.0789834574
1.9806602201,-0.1156479135
1.9906635545,-0.1591000205
2.0006668890,-0.2087460342
2.0106702234,-0.2634959657
2.0206735579,-0.3217146145
2.0306768923,-0.3812203534
2.0406802267,-0.4393531606
2.0506835612,-0.4931230274
2.0606868956,-0.5394366749
2.0706902301,-0.5753820469
2.0806935645,-0.5985330820
2.0906968990,-0.6072266069
2.1007002334,-0.6007629568
2.1107035679,-0.5794933226
2.1207069023,-0.5447775135
2.1307102367,-0.4988200637
2.1407135712,-0.4444161040
2.1507169056,-0.3846509224
2.1607202401,-0.3226028264
2.1707235745,-0.2610908245
2.1807269090,-0.2024944679
2.1907302434,-0.1486555190
2.2007335779,-0.1008552129
2.2107369123,-0.0598494532
2.2207402467,-0.0259399918
2.2307435812,0.0009399771
2.2407469156,0.0211424527
2.2507502501,0.0352336976
2.2607535845,0.0439395970
2.2707569190,0.0481062317
2.2807602534,0.0486716753
2.2907635879,0.0466439286
2.3007669223,0.0430806446
2.3107702568,0.0390680500
2.3207735912,0.0356966996
2.3307769256,0.0340374181
2.3407802601,0.0351157957
2.3507835945,0.0398864786
2.3607869290,0.0492068448
2.3707902634,0.0638075799
2.3807935979,0.0842567727
2.3907969323,0.1109141922
2.4008002668,0.1438740597
2.4108036012,0.1828982212
2.4208069356,0.2273466306
2.4308102701,0.2761176544
2.4408136045,0.3276157229
2.4508169390,0.3797653677
2.4608202734,0.4300881588
2.4708236079,0.4758505531
2.4808269423,0.5142773852
2.4908302768,0.5428101868
2.5008336112,0.5593757994
2.5108369456,0.5626231202
2.5208402801,0.5520872000
2.5308436145,0.5282507439
2.5408469490,0.4924911020
2.5508502834,0.4469218187
2.5608536179,0.3941566767
2.5708569523,0.3370365148
2.5808602868,0.2783621420
2.5908636212,0.2206704113
2.6008669557,0.1660773418
2.6108702901,0.1161961257
2.6208736245,0.0721234255
2.6308769590,0.0344770889
2.6408802934,0.0034649588
2.6508836279,-0.0210353460
2.6608869623,-0.0394000945
2.6708902968,-0.0521957813
2.6808936312,-0.0601309081
2.6908969657,-0.0640218247
2.7009003001,-0.0647684937
2.7109036345,-0.0633353893
2.7209069690,-0.0607334295
2.7309103034,-0.0580004352
2.7409136379,-0.0561787749
2.7509169723,-0.0562909605
2.7609203068,-0.0593145692
2.7709236412,-0.0661552103
2.7809269757,-0.0776175821
2.7909303101,-0.0943720819
2.8009336445,-0.1169138932
2.8109369790,-0.1455119317
2.8209403134,-0.1801471392
2.8309436479,-0.2204435452
2.8409469823,-0.2656006377
2.8509503168,-0.3143411055
2.8609536512,-0.3648920253
2.8709569857,-0.4150181525
2.8809603201,-0.4621220141
2.8909636546,-0.5034153298
2.9009669890,-0.5361523283
2.9109703234,-0.5578998301
